Name;ISIN;Symbol;Market;"Trading Currency";Open;High;Low;Last;"Last Date/Time";"Time Zone";Volume;Turnover
VALONEO;FR0012833770;MLVAL;"Euronext Access Paris";EUR;14.30;14.30;14.30;14.30;"25/09/2018 16:30";CET;10;143.00
"VANDOR REAL ESTATE";ES0105623005;MLVRE;"Euronext Access Paris";EUR;6.00;6.00;6.00;6.00;"16/12/2021 00:00";CET;-;-
"VENTE UNIQUE.COM";FR0010766667;ALVU;"Euronext Growth Paris";EUR;12.32;12.38;12.32;12.36;"27/04/2022 17:35";CET;2138;26442.60
"VEOLIA ENVIRON.";FR0000124141;VIE;"Euronext Paris";EUR;28.03;28.04;26.92;27.31;"27/04/2022 17:35";CET;2271749;62246685.66
VERALLIA;FR0013447729;VRLA;"Euronext Paris";EUR;25.96;26.28;25.56;25.94;"27/04/2022 17:35";CET;142916;3695773.10
VERGNET;FR0004155240;ALVER;"Euronext Growth Paris";EUR;0.166;0.179;0.16;0.179;"27/04/2022 17:35";CET;403707;68100.21
VERIMATRIX;FR0010291245;VMX;"Euronext Paris";EUR;0.995;0.995;0.979;0.983;"27/04/2022 17:35";CET;44721;44108.46
"VERNEY CARRON";FR0006174496;MLVER;"Euronext Access Paris";EUR;8.40;8.40;8.40;8.40;"19/04/2022 16:30";CET;52;436.80
VETOQUINOL;FR0004186856;VETO;"Euronext Paris";EUR;123.00;124.40;122.00;122.20;"27/04/2022 17:35";CET;2734;335556.40
VIALIFE;FR0010326090;ALVIA;"Euronext Growth Paris";EUR;14.60;14.60;14.60;14.60;"25/04/2022 11:30";CET;100;1460.00
VICAT;FR0000031775;VCT;"Euronext Paris";EUR;30.25;30.25;29.40;29.60;"27/04/2022 17:35";CET;43654;1296905.70
"VIEL ET COMPAGNIE";FR0000050049;VIL;"Euronext Paris";EUR;5.78;5.78;5.70;5.70;"27/04/2022 17:09";CET;2425;13887.88
"VILMORIN & CIE";FR0000052516;RIN;"Euronext Paris";EUR;44.25;44.30;43.20;43.20;"27/04/2022 17:35";CET;4598;200278.45
VINCI;FR0000125486;DG;"Euronext Paris";EUR;92.50;93.14;90.73;92.15;"27/04/2022 17:36";CET;1235068;113747740.40
VIRBAC;FR0000031577;VIRP;"Euronext Paris";EUR;374.50;383.00;373.50;374.50;"27/04/2022 17:35";CET;13529;5089343.00
VISIATIV;FR0004029478;ALVIV;"Euronext Growth Paris";EUR;37.50;37.55;37.10;37.55;"27/04/2022 17:35";CET;3168;118435.30
"VISIATIV BS";FR0014003O76;VIVBS;"Euronext Growth Paris";EUR;0.66;0.66;0.66;0.66;"27/04/2022 09:00";CET;2;1.32
"VISIOMED BSA2018-1";FR0013322724;VMGBS;"Euronext Growth Paris";EUR;0.003;0.003;0.003;0.003;"27/04/2022 11:54";CET;532;1.60
"VISIOMED GROUP";FR0013481835;ALVMG;"Euronext Growth Paris";EUR;0.1998;0.1998;0.1904;0.1956;"27/04/2022 17:35";CET;527195;103256.12
VISIOMEDBSA26OCT23;FR0013321817;VMGBT;"Euronext Growth Paris";EUR;-;-;-;-;-;CET;-;-
VITURA;FR0010309096;VTR;"Euronext Paris";EUR;33.20;33.20;33.20;33.20;"27/04/2022 09:07";CET;16;531.20
"VIVENDI SE";FR0000127771;VIV;"Euronext Paris";EUR;11.16;11.25;10.995;11.115;"27/04/2022 17:35";CET;2295218;25511157.19
VOGO;FR0011532225;ALVGO;"Euronext Growth Paris";EUR;5.40;5.40;5.33;5.35;"27/04/2022 17:35";CET;178;956.95
VOLTALIA;FR0011995588;VLTSA;"Euronext Paris";EUR;20.55;20.55;19.74;20.20;"27/04/2022 17:35";CET;38629;778468.66
"VOYAGEURS DU MONDE";FR0004045847;ALVDM;"Euronext Growth Paris";EUR;105.20;105.40;104.00;105.00;"27/04/2022 17:26";CET;1199;125796.00
VRANKEN-POMMERY;FR0000062796;VRAP;"Euronext Paris, Brussels";EUR;17.35;17.35;17.25;17.35;"27/04/2022 17:14";CET;656;11346.70
"VREF SEVILLE";ES0105492005;MLVRF;"Euronext Access Paris";EUR;-;-;-;-;-;CET;-;-
"WAGA ENERGY";FR0012532810;WAGA;"Euronext Paris";EUR;36.25;36.30;35.25;35.85;"27/04/2022 17:35";CET;3356;120113.75
WALLIX;FR0010131409;ALLIX;"Euronext Growth Paris";EUR;16.44;16.62;16.22;16.60;"27/04/2022 17:29";CET;7082;116182.74
WAVESTONE;FR0013357621;WAVE;"Euronext Paris";EUR;46.90;47.90;46.40;47.60;"27/04/2022 17:35";CET;7900;373924.65
WE.CONNECT;FR0013079092;ALWEC;"Euronext Growth Paris";EUR;17.35;17.40;16.90;17.15;"27/04/2022 17:14";CET;8390;143849.55
"WEACCESS GROUP";FR0010688465;MLWEA;"Euronext Access Paris";EUR;2.40;2.40;2.40;2.40;"11/04/2022 11:30";CET;10;24.00
WEDIA;FR0010688440;ALWED;"Euronext Growth Paris";EUR;43.10;43.20;43.10;43.10;"27/04/2022 12:11";CET;64;2763.40
WELL;FR0004152700;MLWEL;"Euronext Access Paris";EUR;1.49;1.49;1.49;1.49;"26/04/2022 11:30";CET;12;17.88
WENDEL;FR0000121204;MF;"Euronext Paris";EUR;92.50;92.75;90.90;92.40;"27/04/2022 17:35";CET;63203;5829824.25
WEYA;FR0010768770;MLWEY;"Euronext Access Paris";EUR;2.98;2.98;2.70;2.70;"27/04/2022 16:30";CET;209;581.10
"WHITENI R CAJAL";ES0105399002;MLWRC;"Euronext Access Paris";EUR;3.00;3.00;3.00;3.00;"25/10/2019 11:30";CET;350;1050.00
WINFARM;FR0014000P11;ALWF;"Euronext Growth Paris";EUR;21.90;21.90;21.80;21.80;"27/04/2022 16:31";CET;251;5492.30
WITBE;FR0013143872;ALWIT;"Euronext Growth Paris";EUR;7.82;7.83;7.50;7.67;"27/04/2022 17:35";CET;7930;60497.19
WIZIBOAT;FR00140047H7;MLWIZ;"Euronext Access Paris";EUR;8.95;8.95;8.95;8.95;"26/04/2022 11:30";CET;35;313.25
WORLDLINE;FR0011981968;WLN;"Euronext Paris";EUR;37.04;37.51;35.25;35.74;"27/04/2022 17:36";CET;1616423;58248558.98
X-FAB;BE0974310428;XFAB;"Euronext Paris";EUR;6.205;6.335;6.07;6.25;"27/04/2022 17:35";CET;370798;2297866.51
"XILAM ANIMATION";FR0004034072;XIL;"Euronext Paris";EUR;40.20;40.50;40.00;40.15;"27/04/2022 17:35";CET;676;27145.70
ZCCM;ZM0000000037;MLZAM;"Euronext Access Paris";EUR;1.08;1.08;1.08;1.08;"27/04/2022 16:30";CET;2000;2160.00
"ZCI LIMITED";BMG9887P1068;CV;"Euronext Paris";EUR;0.17;0.20;0.17;0.20;"04/08/2015 16:20";CET;21826;3755.94
